Count,Code,Browser,B&W*,Apple,Andr,Twit,Wind,GMail,DCM,KDDI,SB,Name,Version,Default,Annotations
933,U+1F1E7 U+1F1EE,🇧🇮,,missing,,missing,missing,missing,missing,missing,missing,flag for Burundi,V6.0ˣ,emoji,"burundi, flag, other"
934,U+1F1F0 U+1F1ED,🇰🇭,,missing,,missing,missing,missing,missing,missing,missing,flag for Cambodia,V6.0ˣ,emoji,"cambodia, flag, other"
935,U+1F1E8 U+1F1F2,🇨🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Cameroon,V6.0ˣ,emoji,"cameroon, flag, other"
936,U+1F1E8 U+1F1E6,🇨🇦,,,,missing,missing,missing,missing,missing,missing,flag for Canada,V6.0ˣ,emoji,"canada, flag, other"
937,U+1F1EE U+1F1E8,🇮🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for Canary Islands,V6.0ˣ,emoji,"canary, flag, island, other"
938,U+1F1E8 U+1F1FB,🇨🇻,,missing,,missing,missing,missing,missing,missing,missing,flag for Cape Verde,V6.0ˣ,emoji,"cabo, cape, flag, other, verde"
939,U+1F1E7 U+1F1F6,🇧🇶,,missing,,missing,missing,missing,missing,missing,missing,flag for Caribbean Netherlands,V6.0ˣ,emoji,"bonaire, caribbean, eustatius, flag, netherlands, other, saba, sint"
940,U+1F1F0 U+1F1FE,🇰🇾,,missing,,missing,missing,missing,missing,missing,missing,flag for Cayman Islands,V6.0ˣ,emoji,"cayman, flag, island, other"
941,U+1F1E8 U+1F1EB,🇨🇫,,missing,,missing,missing,missing,missing,missing,missing,flag for Central African Republic,V6.0ˣ,emoji,"central african republic, flag, other, republic"
942,U+1F1EA U+1F1E6,🇪🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Ceuta & Melilla,V6.0ˣ,emoji,"ceuta, flag, melilla, other"
943,U+1F1F9 U+1F1E9,🇹🇩,,missing,,missing,missing,missing,missing,missing,missing,flag for Chad,V6.0ˣ,emoji,"chad, flag, other"
944,U+1F1E8 U+1F1F1,🇨🇱,,,,missing,missing,missing,missing,missing,missing,flag for Chile,V6.0ˣ,emoji,"chile, flag, other"
945,U+1F1E8 U+1F1F3,🇨🇳,,,,,missing,,missing,,,flag for China,V6.0ʲ,emoji,"china, flag, other"
946,U+1F1E8 U+1F1FD,🇨🇽,,missing,,missing,missing,missing,missing,missing,missing,flag for Christmas Island,V6.0ˣ,emoji,"christmas, flag, island, other"
947,U+1F1E8 U+1F1F5,🇨🇵,,missing,,missing,missing,missing,missing,missing,missing,flag for Clipperton Island,V6.0ˣ,emoji,"clipperton, flag, island, other"
948,U+1F1E8 U+1F1E8,🇨🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for Cocos  Islands,V6.0ˣ,emoji,"cocos, flag, island, keeling, other"
949,U+1F1E8 U+1F1F4,🇨🇴,,,,missing,missing,missing,missing,missing,missing,flag for Colombia,V6.0ˣ,emoji,"colombia, flag, other"
950,U+1F1F0 U+1F1F2,🇰🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Comoros,V6.0ˣ,emoji,"comoros, flag, other"
951,U+1F1E8 U+1F1EC,🇨🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Congo - Brazzaville,V6.0ˣ,emoji,"brazzaville, congo, congo republic, congo-brazzaville, flag, other, republic, republic of the congo"
952,U+1F1E8 U+1F1E9,🇨🇩,,missing,,missing,missing,missing,missing,missing,missing,flag for Congo - Kinshasa,V6.0ˣ,emoji,"congo, congo-kinshasa, democratic republic of congo, drc, flag, kinshasa, other, republic"
953,U+1F1E8 U+1F1F0,🇨🇰,,missing,,missing,missing,missing,missing,missing,missing,flag for Cook Islands,V6.0ˣ,emoji,"cook, flag, island, other"
954,U+1F1E8 U+1F1F7,🇨🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Costa Rica,V6.0ˣ,emoji,"costa rica, flag, other"
955,U+1F1E8 U+1F1EE,🇨🇮,,missing,,missing,missing,missing,missing,missing,missing,flag for Côte d’Ivoire,V6.0ˣ,emoji,"cote ivoire, côte ivoire, flag, ivory coast, other"
956,U+1F1ED U+1F1F7,🇭🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Croatia,V6.0ˣ,emoji,"croatia, flag, other"
957,U+1F1E8 U+1F1FA,🇨🇺,,missing,,missing,missing,missing,missing,missing,missing,flag for Cuba,V6.0ˣ,emoji,"cuba, flag, other"
958,U+1F1E8 U+1F1FC,🇨🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Curaçao,V6.0ˣ,emoji,"antilles, curacao, curaçao, flag, other"
959,U+1F1E8 U+1F1FE,🇨🇾,,missing,,missing,missing,missing,missing,missing,missing,flag for Cyprus,V6.0ˣ,emoji,"cyprus, flag, other"
960,U+1F1E8 U+1F1FF,🇨🇿,,missing,,missing,missing,missing,missing,missing,missing,flag for Czech Republic,V6.0ˣ,emoji,"czech republic, flag, other"
961,U+1F1E9 U+1F1F0,🇩🇰,,,,missing,missing,missing,missing,missing,missing,flag for Denmark,V6.0ˣ,emoji,"denmark, flag, other"
962,U+1F1E9 U+1F1EC,🇩🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Diego Garcia,V6.0ˣ,emoji,"diego garcia, flag, other"
963,U+1F1E9 U+1F1EF,🇩🇯,,missing,,missing,missing,missing,missing,missing,missing,flag for Djibouti,V6.0ˣ,emoji,"djibouti, flag, other"
964,U+1F1E9 U+1F1F2,🇩🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Dominica,V6.0ˣ,emoji,"dominica, flag, other"
965,U+1F1E9 U+1F1F4,🇩🇴,,missing,,missing,missing,missing,missing,missing,missing,flag for Dominican Republic,V6.0ˣ,emoji,"dominican republic, flag, other"
966,U+1F1EA U+1F1E8,🇪🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for Ecuador,V6.0ˣ,emoji,"ecuador, flag, other"
967,U+1F1EA U+1F1EC,🇪🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Egypt,V6.0ˣ,emoji,"egypt, flag, other"
968,U+1F1F8 U+1F1FB,🇸🇻,,missing,,missing,missing,missing,missing,missing,missing,flag for El Salvador,V6.0ˣ,emoji,"el salvador, flag, other"
969,U+1F1EC U+1F1F6,🇬🇶,,missing,,missing,missing,missing,missing,missing,missing,flag for Equatorial Guinea,V6.0ˣ,emoji,"equatorial guinea, flag, guinea, other"
970,U+1F1EA U+1F1F7,🇪🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Eritrea,V6.0ˣ,emoji,"eritrea, flag, other"
971,U+1F1EA U+1F1EA,🇪🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Estonia,V6.0ˣ,emoji,"estonia, flag, other"
972,U+1F1EA U+1F1F9,🇪🇹,,missing,,missing,missing,missing,missing,missing,missing,flag for Ethiopia,V6.0ˣ,emoji,"ethiopia, flag, other"
973,U+1F1EA U+1F1FA,🇪🇺,,missing,,missing,missing,missing,missing,missing,missing,flag for European Union,V6.0ˣ,emoji,"european union, flag, other"
974,U+1F1EB U+1F1F0,🇫🇰,,missing,,missing,missing,missing,missing,missing,missing,flag for Falkland Islands,V6.0ˣ,emoji,"falkland, falklands, flag, island, islas, malvinas, other"
975,U+1F1EB U+1F1F4,🇫🇴,,missing,,missing,missing,missing,missing,missing,missing,flag for Faroe Islands,V6.0ˣ,emoji,"faroe, flag, island, other"
976,U+1F1EB U+1F1EF,🇫🇯,,missing,,missing,missing,missing,missing,missing,missing,flag for Fiji,V6.0ˣ,emoji,"fiji, flag, other"
977,U+1F1EB U+1F1EE,🇫🇮,,,,missing,missing,missing,missing,missing,missing,flag for Finland,V6.0ˣ,emoji,"finland, flag, other"
978,U+1F1EB U+1F1F7,🇫🇷,,,,,missing,,missing,,,flag for France,V6.0ʲ,emoji,"flag, france, other"
979,U+1F1EC U+1F1EB,🇬🇫,,missing,,missing,missing,missing,missing,missing,missing,flag for French Guiana,V6.0ˣ,emoji,"flag, french, guiana, other"
980,U+1F1F5 U+1F1EB,🇵🇫,,missing,,missing,missing,missing,missing,missing,missing,flag for French Polynesia,V6.0ˣ,emoji,"flag, french, other, polynesia"
981,U+1F1F9 U+1F1EB,🇹🇫,,missing,,missing,missing,missing,missing,missing,missing,flag for French Southern Territories,V6.0ˣ,emoji,"antarctic, flag, french, other"
982,U+1F1EC U+1F1E6,🇬🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Gabon,V6.0ˣ,emoji,"flag, gabon, other"
983,U+1F1EC U+1F1F2,🇬🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Gambia,V6.0ˣ,emoji,"flag, gambia, other"
984,U+1F1EC U+1F1EA,🇬🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Georgia,V6.0ˣ,emoji,"flag, georgia, other"
985,U+1F1E9 U+1F1EA,🇩🇪,,,,,missing,,missing,,,flag for Germany,V6.0ʲ,emoji,"flag, germany, other"
986,U+1F1EC U+1F1ED,🇬🇭,,missing,,missing,missing,missing,missing,missing,missing,flag for Ghana,V6.0ˣ,emoji,"flag, ghana, other"
987,U+1F1EC U+1F1EE,🇬🇮,,missing,,missing,missing,missing,missing,missing,missing,flag for Gibraltar,V6.0ˣ,emoji,"flag, gibraltar, other"
988,U+1F1EC U+1F1F7,🇬🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Greece,V6.0ˣ,emoji,"flag, greece, other"
989,U+1F1EC U+1F1F1,🇬🇱,,missing,,missing,missing,missing,missing,missing,missing,flag for Greenland,V6.0ˣ,emoji,"flag, greenland, other"
990,U+1F1EC U+1F1E9,🇬🇩,,missing,,missing,missing,missing,missing,missing,missing,flag for Grenada,V6.0ˣ,emoji,"flag, grenada, other"
991,U+1F1EC U+1F1F5,🇬🇵,,missing,,missing,missing,missing,missing,missing,missing,flag for Guadeloupe,V6.0ˣ,emoji,"flag, guadeloupe, other"
992,U+1F1EC U+1F1FA,🇬🇺,,missing,,missing,missing,missing,missing,missing,missing,flag for Guam,V6.0ˣ,emoji,"flag, guam, other"
993,U+1F1EC U+1F1F9,🇬🇹,,missing,,missing,missing,missing,missing,missing,missing,flag for Guatemala,V6.0ˣ,emoji,"flag, guatemala, other"
994,U+1F1EC U+1F1EC,🇬🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Guernsey,V6.0ˣ,emoji,"flag, guernsey, other"
995,U+1F1EC U+1F1F3,🇬🇳,,missing,,missing,missing,missing,missing,missing,missing,flag for Guinea,V6.0ˣ,emoji,"flag, guinea, other"
996,U+1F1EC U+1F1FC,🇬🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Guinea-Bissau,V6.0ˣ,emoji,"bissau, flag, guinea, other"
997,U+1F1EC U+1F1FE,🇬🇾,,missing,,missing,missing,missing,missing,missing,missing,flag for Guyana,V6.0ˣ,emoji,"flag, guyana, other"
998,U+1F1ED U+1F1F9,🇭🇹,,missing,,missing,missing,missing,missing,missing,missing,flag for Haiti,V6.0ˣ,emoji,"flag, haiti, other"
999,U+1F1ED U+1F1F2,🇭🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Heard & McDonald Islands,V6.0ˣ,emoji,"flag, heard, island, mcdonald, other"
1000,U+1F1ED U+1F1F3,🇭🇳,,missing,,missing,missing,missing,missing,missing,missing,flag for Honduras,V6.0ˣ,emoji,"flag, honduras, other"
1001,U+1F1ED U+1F1F0,🇭🇰,,,,missing,missing,missing,missing,missing,missing,flag for Hong Kong,V6.0ˣ,emoji,"china, flag, hong kong, other"
1002,U+1F1ED U+1F1FA,🇭🇺,,missing,,missing,missing,missing,missing,missing,missing,flag for Hungary,V6.0ˣ,emoji,"flag, hungary, other"
1003,U+1F1EE U+1F1F8,🇮🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for Iceland,V6.0ˣ,emoji,"flag, iceland, other"
1004,U+1F1EE U+1F1F3,🇮🇳,,,,missing,missing,missing,missing,missing,missing,flag for India,V6.0ˣ,emoji,"flag, india, other"
1005,U+1F1EE U+1F1E9,🇮🇩,,,,missing,missing,missing,missing,missing,missing,flag for Indonesia,V6.0ˣ,emoji,"flag, indonesia, other"
1006,U+1F1EE U+1F1F7,🇮🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Iran,V6.0ˣ,emoji,"flag, iran, other"
1007,U+1F1EE U+1F1F6,🇮🇶,,missing,,missing,missing,missing,missing,missing,missing,flag for Iraq,V6.0ˣ,emoji,"flag, iraq, other"
1008,U+1F1EE U+1F1EA,🇮🇪,,,,missing,missing,missing,missing,missing,missing,flag for Ireland,V6.0ˣ,emoji,"flag, ireland, other"
1009,U+1F1EE U+1F1F2,🇮🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Isle of Man,V6.0ˣ,emoji,"flag, isle of man, other"
1010,U+1F1EE U+1F1F1,🇮🇱,,,,missing,missing,missing,missing,missing,missing,flag for Israel,V6.0ˣ,emoji,"flag, israel, other"
1011,U+1F1EE U+1F1F9,🇮🇹,,,,,missing,,missing,,,flag for Italy,V6.0ʲ,emoji,"flag, italy, other"
1012,U+1F1EF U+1F1F2,🇯🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Jamaica,V6.0ˣ,emoji,"flag, jamaica, other"
1013,U+1F1EF U+1F1F5,🇯🇵,,,,,missing,,missing,,,flag for Japan,V6.0ʲ,emoji,"flag, japan, other"
1014,U+1F1EF U+1F1EA,🇯🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Jersey,V6.0ˣ,emoji,"flag, jersey, other"
1015,U+1F1EF U+1F1F4,🇯🇴,,missing,,missing,missing,missing,missing,missing,missing,flag for Jordan,V6.0ˣ,emoji,"flag, jordan, other"
1016,U+1F1F0 U+1F1FF,🇰🇿,,missing,,missing,missing,missing,missing,missing,missing,flag for Kazakhstan,V6.0ˣ,emoji,"flag, kazakhstan, other"
1017,U+1F1F0 U+1F1EA,🇰🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Kenya,V6.0ˣ,emoji,"flag, kenya, other"
1018,U+1F1F0 U+1F1EE,🇰🇮,,missing,,missing,missing,missing,missing,missing,missing,flag for Kiribati,V6.0ˣ,emoji,"flag, kiribati, other"
1019,U+1F1FD U+1F1F0,🇽🇰,,missing,,missing,missing,missing,missing,missing,missing,flag for Kosovo,V6.0ˣ,emoji,"flag, kosovo, other"
1020,U+1F1F0 U+1F1FC,🇰🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Kuwait,V6.0ˣ,emoji,"flag, kuwait, other"
1021,U+1F1F0 U+1F1EC,🇰🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Kyrgyzstan,V6.0ˣ,emoji,"flag, kyrgyzstan, other"
1022,U+1F1F1 U+1F1E6,🇱🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Laos,V6.0ˣ,emoji,"flag, laos, other"
1023,U+1F1F1 U+1F1FB,🇱🇻,,missing,,missing,missing,missing,missing,missing,missing,flag for Latvia,V6.0ˣ,emoji,"flag, latvia, other"
1024,U+1F1F1 U+1F1E7,🇱🇧,,missing,,missing,missing,missing,missing,missing,missing,flag for Lebanon,V6.0ˣ,emoji,"flag, lebanon, other"
1025,U+1F1F1 U+1F1F8,🇱🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for Lesotho,V6.0ˣ,emoji,"flag, lesotho, other"
1026,U+1F1F1 U+1F1F7,🇱🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Liberia,V6.0ˣ,emoji,"flag, liberia, other"
1027,U+1F1F1 U+1F1FE,🇱🇾,,missing,,missing,missing,missing,missing,missing,missing,flag for Libya,V6.0ˣ,emoji,"flag, libya, other"
1028,U+1F1F1 U+1F1EE,🇱🇮,,missing,,missing,missing,missing,missing,missing,missing,flag for Liechtenstein,V6.0ˣ,emoji,"flag, liechtenstein, other"
1029,U+1F1F1 U+1F1F9,🇱🇹,,missing,,missing,missing,missing,missing,missing,missing,flag for Lithuania,V6.0ˣ,emoji,"flag, lithuania, other"
1030,U+1F1F1 U+1F1FA,🇱🇺,,missing,,missing,missing,missing,missing,missing,missing,flag for Luxembourg,V6.0ˣ,emoji,"flag, luxembourg, other"
1031,U+1F1F2 U+1F1F4,🇲🇴,,,,missing,missing,missing,missing,missing,missing,flag for Macau,V6.0ˣ,emoji,"china, flag, macao, macau, other"
1032,U+1F1F2 U+1F1F0,🇲🇰,,missing,,missing,missing,missing,missing,missing,missing,flag for Macedonia,V6.0ˣ,emoji,"flag, macedonia, other"
1033,U+1F1F2 U+1F1EC,🇲🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Madagascar,V6.0ˣ,emoji,"flag, madagascar, other"
1034,U+1F1F2 U+1F1FC,🇲🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Malawi,V6.0ˣ,emoji,"flag, malawi, other"
1035,U+1F1F2 U+1F1FE,🇲🇾,,,,missing,missing,missing,missing,missing,missing,flag for Malaysia,V6.0ˣ,emoji,"flag, malaysia, other"
1036,U+1F1F2 U+1F1FB,🇲🇻,,missing,,missing,missing,missing,missing,missing,missing,flag for Maldives,V6.0ˣ,emoji,"flag, maldives, other"
1037,U+1F1F2 U+1F1F1,🇲🇱,,missing,,missing,missing,missing,missing,missing,missing,flag for Mali,V6.0ˣ,emoji,"flag, mali, other"
1038,U+1F1F2 U+1F1F9,🇲🇹,,missing,,missing,missing,missing,missing,missing,missing,flag for Malta,V6.0ˣ,emoji,"flag, malta, other"
1039,U+1F1F2 U+1F1ED,🇲🇭,,missing,,missing,missing,missing,missing,missing,missing,flag for Marshall Islands,V6.0ˣ,emoji,"flag, island, marshall, other"
1040,U+1F1F2 U+1F1F6,🇲🇶,,missing,,missing,missing,missing,missing,missing,missing,flag for Martinique,V6.0ˣ,emoji,"flag, martinique, other"
1041,U+1F1F2 U+1F1F7,🇲🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Mauritania,V6.0ˣ,emoji,"flag, mauritania, other"
1042,U+1F1F2 U+1F1FA,🇲🇺,,missing,,missing,missing,missing,missing,missing,missing,flag for Mauritius,V6.0ˣ,emoji,"flag, mauritius, other"
1043,U+1F1FE U+1F1F9,🇾🇹,,missing,,missing,missing,missing,missing,missing,missing,flag for Mayotte,V6.0ˣ,emoji,"flag, mayotte, other"
1044,U+1F1F2 U+1F1FD,🇲🇽,,,,missing,missing,missing,missing,missing,missing,flag for Mexico,V6.0ˣ,emoji,"flag, mexico, other"
1045,U+1F1EB U+1F1F2,🇫🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Micronesia,V6.0ˣ,emoji,"flag, micronesia, other"
1046,U+1F1F2 U+1F1E9,🇲🇩,,missing,,missing,missing,missing,missing,missing,missing,flag for Moldova,V6.0ˣ,emoji,"flag, moldova, other"
1047,U+1F1F2 U+1F1E8,🇲🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for Monaco,V6.0ˣ,emoji,"flag, monaco, other"
1048,U+1F1F2 U+1F1F3,🇲🇳,,missing,,missing,missing,missing,missing,missing,missing,flag for Mongolia,V6.0ˣ,emoji,"flag, mongolia, other"
1049,U+1F1F2 U+1F1EA,🇲🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Montenegro,V6.0ˣ,emoji,"flag, montenegro, other"
1050,U+1F1F2 U+1F1F8,🇲🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for Montserrat,V6.0ˣ,emoji,"flag, montserrat, other"
1051,U+1F1F2 U+1F1E6,🇲🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Morocco,V6.0ˣ,emoji,"flag, morocco, other"
1052,U+1F1F2 U+1F1FF,🇲🇿,,missing,,missing,missing,missing,missing,missing,missing,flag for Mozambique,V6.0ˣ,emoji,"flag, mozambique, other"
1053,U+1F1F2 U+1F1F2,🇲🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Myanmar,V6.0ˣ,emoji,"burma, flag, myanmar, other"
1054,U+1F1F3 U+1F1E6,🇳🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Namibia,V6.0ˣ,emoji,"flag, namibia, other"
1055,U+1F1F3 U+1F1F7,🇳🇷,,missing,,missing,missing,missing,missing,missing,missing,flag for Nauru,V6.0ˣ,emoji,"flag, nauru, other"
1056,U+1F1F3 U+1F1F5,🇳🇵,,missing,,missing,missing,missing,missing,missing,missing,flag for Nepal,V6.0ˣ,emoji,"flag, nepal, other"
1057,U+1F1F3 U+1F1F1,🇳🇱,,,,missing,missing,missing,missing,missing,missing,flag for Netherlands,V6.0ˣ,emoji,"flag, netherlands, other"
1058,U+1F1F3 U+1F1E8,🇳🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for New Caledonia,V6.0ˣ,emoji,"flag, new, new caledonia, other"
1059,U+1F1F3 U+1F1FF,🇳🇿,,,,missing,missing,missing,missing,missing,missing,flag for New Zealand,V6.0ˣ,emoji,"flag, new, new zealand, other"
1060,U+1F1F3 U+1F1EE,🇳🇮,,missing,,missing,missing,missing,missing,missing,missing,flag for Nicaragua,V6.0ˣ,emoji,"flag, nicaragua, other"
1061,U+1F1F3 U+1F1EA,🇳🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Niger,V6.0ˣ,emoji,"flag, niger, other"
1062,U+1F1F3 U+1F1EC,🇳🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Nigeria,V6.0ˣ,emoji,"flag, nigeria, other"
1063,U+1F1F3 U+1F1FA,🇳🇺,,missing,,missing,missing,missing,missing,missing,missing,flag for Niue,V6.0ˣ,emoji,"flag, niue, other"
1064,U+1F1F3 U+1F1EB,🇳🇫,,missing,,missing,missing,missing,missing,missing,missing,flag for Norfolk Island,V6.0ˣ,emoji,"flag, island, norfolk, other"
1065,U+1F1F2 U+1F1F5,🇲🇵,,missing,,missing,missing,missing,missing,missing,missing,flag for Northern Mariana Islands,V6.0ˣ,emoji,"flag, island, mariana, north, northern mariana, other"
1066,U+1F1F0 U+1F1F5,🇰🇵,,missing,,missing,missing,missing,missing,missing,missing,flag for North Korea,V6.0ˣ,emoji,"flag, korea, north, north korea, other"
1067,U+1F1F3 U+1F1F4,🇳🇴,,,,missing,missing,missing,missing,missing,missing,flag for Norway,V6.0ˣ,emoji,"flag, norway, other"
1068,U+1F1F4 U+1F1F2,🇴🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for Oman,V6.0ˣ,emoji,"flag, oman, other"
1069,U+1F1F5 U+1F1F0,🇵🇰,,missing,,missing,missing,missing,missing,missing,missing,flag for Pakistan,V6.0ˣ,emoji,"flag, other, pakistan"
1070,U+1F1F5 U+1F1FC,🇵🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Palau,V6.0ˣ,emoji,"flag, other, palau"
1071,U+1F1F5 U+1F1F8,🇵🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for Palestinian Territories,V6.0ˣ,emoji,"flag, other, palestine"
1072,U+1F1F5 U+1F1E6,🇵🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Panama,V6.0ˣ,emoji,"flag, other, panama"
1073,U+1F1F5 U+1F1EC,🇵🇬,,missing,,missing,missing,missing,missing,missing,missing,flag for Papua New Guinea,V6.0ˣ,emoji,"flag, guinea, new, other, papua new guinea"
1074,U+1F1F5 U+1F1FE,🇵🇾,,missing,,missing,missing,missing,missing,missing,missing,flag for Paraguay,V6.0ˣ,emoji,"flag, other, paraguay"
1075,U+1F1F5 U+1F1EA,🇵🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Peru,V6.0ˣ,emoji,"flag, other, peru"
1076,U+1F1F5 U+1F1ED,🇵🇭,,,,missing,missing,missing,missing,missing,missing,flag for Philippines,V6.0ˣ,emoji,"flag, other, philippines"
1077,U+1F1F5 U+1F1F3,🇵🇳,,missing,,missing,missing,missing,missing,missing,missing,flag for Pitcairn Islands,V6.0ˣ,emoji,"flag, island, other, pitcairn"
1078,U+1F1F5 U+1F1F1,🇵🇱,,,,missing,missing,missing,missing,missing,missing,flag for Poland,V6.0ˣ,emoji,"flag, other, poland"
1079,U+1F1F5 U+1F1F9,🇵🇹,,,,missing,missing,missing,missing,missing,missing,flag for Portugal,V6.0ˣ,emoji,"flag, other, portugal"
1080,U+1F1F5 U+1F1F7,🇵🇷,,,,missing,missing,missing,missing,missing,missing,flag for Puerto Rico,V6.0ˣ,emoji,"flag, other, puerto rico"
1081,U+1F1F6 U+1F1E6,🇶🇦,,missing,,missing,missing,missing,missing,missing,missing,flag for Qatar,V6.0ˣ,emoji,"flag, other, qatar"
1082,U+1F1F7 U+1F1EA,🇷🇪,,missing,,missing,missing,missing,missing,missing,missing,flag for Réunion,V6.0ˣ,emoji,"flag, other, reunion, réunion"
1083,U+1F1F7 U+1F1F4,🇷🇴,,missing,,missing,missing,missing,missing,missing,missing,flag for Romania,V6.0ˣ,emoji,"flag, other, romania"
1084,U+1F1F7 U+1F1FA,🇷🇺,,,,,missing,,missing,,,flag for Russia,V6.0ʲ,emoji,"flag, other, russia"
1085,U+1F1F7 U+1F1FC,🇷🇼,,missing,,missing,missing,missing,missing,missing,missing,flag for Rwanda,V6.0ˣ,emoji,"flag, other, rwanda"
1086,U+1F1FC U+1F1F8,🇼🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for Samoa,V6.0ˣ,emoji,"flag, other, samoa"
1087,U+1F1F8 U+1F1F2,🇸🇲,,missing,,missing,missing,missing,missing,missing,missing,flag for San Marino,V6.0ˣ,emoji,"flag, other, san marino"
1088,U+1F1F8 U+1F1F9,🇸🇹,,missing,,missing,missing,missing,missing,missing,missing,flag for São Tomé & Príncipe,V6.0ˣ,emoji,"flag, other, principe, príncipe, sao tome, são tomé"
1089,U+1F1F8 U+1F1E6,🇸🇦,,,,missing,missing,missing,missing,missing,missing,flag for Saudi Arabia,V6.0ˣ,emoji,"flag, other, saudi arabia"
1090,U+1F1F8 U+1F1F3,🇸🇳,,missing,,missing,missing,missing,missing,missing,missing,flag for Senegal,V6.0ˣ,emoji,"flag, other, senegal"
1091,U+1F1F7 U+1F1F8,🇷🇸,,missing,,missing,missing,missing,missing,missing,missing,flag for Serbia,V6.0ˣ,emoji,"flag, other, serbia"
1092,U+1F1F8 U+1F1E8,🇸🇨,,missing,,missing,missing,missing,missing,missing,missing,flag for Seychelles,V6.0ˣ,emoji,"flag, other, seychelles"
1093,U+1F1F8 U+1F1F1,🇸🇱,,missing,,missing,missing,missing,missing,missing,missing,flag for Sierra Leone,V6.0ˣ,emoji,"flag, other, sierra leone"
1094,U+1F1F8 U+1F1EC,🇸🇬,,,,missing,missing,missing,missing,missing,missing,flag for Singapore,V6.0ˣ,emoji,"flag, other, singapore"
1095,U+1F1F8 U+1F1FD,🇸🇽,,missing,,missing,missing,missing,missing,missing,missing,flag for Sint Maarten,V6.0ˣ,emoji,"flag, maarten, other, sint"
1096,U+1F1F8 U+1F1F0,🇸🇰,,missing,,missing,missing,missing,missing,missing,missing,flag for Slovakia,V6.0ˣ,emoji,"flag, other, slovakia"
1097,U+1F1F8 U+1F1EE,🇸🇮,,missing,,missing,missing,missing,missing,missing,missing,flag for Slovenia,V6.0ˣ,emoji,"flag, other, slovenia"
1098,U+1F1F8 U+1F1E7,🇸🇧,,missing,,missing,missing,missing,missing,missing,missing,flag for Solomon Islands,V6.0ˣ,emoji,"flag, island, other, solomon"
1099,U+1F1F8 U+1F1F4,🇸🇴,,missing,,missing,missing,missing,missing,missing,missing,flag for Somalia,V6.0ˣ,emoji,"flag, other, somalia"
1100,U+1F1FF U+1F1E6,🇿🇦,,,,missing,missing,missing,missing,missing,missing,flag for South Africa,V6.0ˣ,emoji,"flag, other, south, south africa"
